Area_Name,Year,Group_Code,Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Goa,2009,4,Motor Vehicles,33,119,1354923,6519515
Goa,2009,5, Fire Arms/Explosive Substances,168,688,23260830,60767494
Goa,2009,6, Other Property,202,779,14116801,677473556
Goa,2009,7, Robbery,228,873,16634698,62917930
Goa,2009,8, Criminal Breach of Trust,14,46,2029444,500734226
Goa,2010,1,Cattle,4,4,76000,76000
Goa,2010,2, Electronic Components,20,65,2519350,8501290
Goa,2010,3, Cultural Property including Antiques,8,15,5844240,11582767
Goa,2010,4,Motor Vehicles,51,168,883722,21582627
Goa,2010,5, Fire Arms/Explosive Substances,280,736,24097230,59741364
Goa,2010,6, Other Property,235,937,10217255,220027952
Goa,2010,7, Robbery,342,1055,16512827,136923594
Goa,2010,8, Criminal Breach of Trust,22,45,3744000,16153977
Gujarat,2001,1,Cattle,134,232,898251,1803401
Gujarat,2001,2, Electronic Components,267,989,25282316,87553182
Gujarat,2001,3, Cultural Property including Antiques,115,246,13275195,34352771
Gujarat,2001,4,Motor Vehicles,569,1926,4332409,13387813
Gujarat,2001,5, Fire Arms/Explosive Substances,3174,11068,154318774,457017206
Gujarat,2001,6, Other Property,5458,17431,157540776,1114844858
Gujarat,2001,7, Robbery,5202,16891,152677754,525242232
Gujarat,2002,1,Cattle,147,274,888300,2761760
Gujarat,2002,2, Electronic Components,310,1143,30994521,104767279
Gujarat,2002,3, Cultural Property including Antiques,128,373,11339190,28038107
Gujarat,2002,4,Motor Vehicles,616,2134,4682889,22790713
Gujarat,2002,5, Fire Arms/Explosive Substances,3210,12512,152778580,489783508
Gujarat,2002,6, Other Property,5434,16871,137801921,7469047377
Gujarat,2002,7, Robbery,5234,17462,127781463,1838602147
Gujarat,2003,1,Cattle,132,227,1072250,2872925
Gujarat,2003,2, Electronic Components,318,1193,47529488,129694968
Gujarat,2003,3, Cultural Property including Antiques,171,463,13088955,31632173
Gujarat,2003,4,Motor Vehicles,472,2228,4837040,21574331
Gujarat,2003,5, Fire Arms/Explosive Substances,4204,14486,201388704,607643588
Gujarat,2003,6, Other Property,6510,20591,212649911,4330986450
Gujarat,2003,7, Robbery,6080,20752,195376213,621918426
Gujarat,2004,1,Cattle,122,227,905721,2909279
Gujarat,2004,2, Electronic Components,289,879,27162838,97317025
Gujarat,2004,3, Cultural Property including Antiques,138,271,10468280,28383362
Gujarat,2004,4,Motor Vehicles,480,1953,3206597,20919271
Gujarat,2004,5, Fire Arms/Explosive Substances,4290,13872,169524404,509284088
Gujarat,2004,6, Other Property,6067,20075,225420508,10227771626
Gujarat,2004,7, Robbery,5774,19913,202409270,690817706
Gujarat,2005,1,Cattle,102,189,962350,2604630
Gujarat,2005,2, Electronic Components,218,890,24142715,94998857
Gujarat,2005,3, Cultural Property including Antiques,101,270,18898700,33908044
Gujarat,2005,4,Motor Vehicles,558,1978,6566746,33084769
Gujarat,2005,5, Fire Arms/Explosive Substances,3552,14192,152914648,486776006
Gujarat,2005,6, Other Property,6537,18332,334810634,4277918673
Gujarat,2005,7, Robbery,5833,19046,190115561,580868055
Gujarat,2005,8, Criminal Breach of Trust,678,1242,31806265,2166041426
Gujarat,2006,1,Cattle,125,215,1120650,2266890
Gujarat,2006,2, Electronic Components,278,939,28210371,107798304
Gujarat,2006,3, Cultural Property including Antiques,89,307,13838951,37372524
Gujarat,2006,4,Motor Vehicles,551,1850,4529855,12462085
Gujarat,2006,5, Fire Arms/Explosive Substances,3288,14366,160991100,510688444
Gujarat,2006,6, Other Property,7145,18690,234358454,2629457697
Gujarat,2006,7, Robbery,6209,19543,237453642,1335480944
Gujarat,2006,8, Criminal Breach of Trust,567,1118,30433157,635317912
Gujarat,2007,1,Cattle,98,195,724200,2055690
Gujarat,2007,2, Electronic Components,326,1164,32409636,119129024
Gujarat,2007,3, Cultural Property including Antiques,79,269,29715863,56936164
Gujarat,2007,4,Motor Vehicles,500,1442,4400658,15474081
Gujarat,2007,5, Fire Arms/Explosive Substances,3568,16038,217926286,649507454
Gujarat,2007,6, Other Property,6782,16746,384086551,1600304020
Gujarat,2007,7, Robbery,6339,19336,220010616,757170098
Gujarat,2007,8, Criminal Breach of Trust,545,987,40665503,435121121
Gujarat,2008,1,Cattle,119,231,1101170,3075870
Gujarat,2008,2, Electronic Components,253,1245,36442580,127673348
Gujarat,2008,3, Cultural Property including Antiques,150,376,24141861,72119614
Gujarat,2008,4,Motor Vehicles,593,1605,11341039,37135527
Gujarat,2008,5, Fire Arms/Explosive Substances,4208,19874,224299300,736967718
Gujarat,2008,6, Other Property,6796,17300,299040325,2710384208
Gujarat,2008,7, Robbery,6938,22104,256062283,822683904
Gujarat,2008,8, Criminal Breach of Trust,482,917,56003381,787400659
Gujarat,2009,1,Cattle,99,217,1508600,4401540
Gujarat,2009,2, Electronic Components,222,1069,27626652,159644785
Gujarat,2009,3, Cultural Property including Antiques,153,566,46431414,130514628
Gujarat,2009,4,Motor Vehicles,354,926,7417017,26044860
Gujarat,2009,5, Fire Arms/Explosive Substances,5500,22274,256037574,978743844
Gujarat,2009,6, Other Property,5613,15624,355431207,2619231052
Gujarat,2009,7, Robbery,6369,21229,290946453,999533105
Gujarat,2009,8, Criminal Breach of Trust,450,987,126189464,1021824056
Gujarat,2010,1,Cattle,80,197,1209020,4081020
Gujarat,2010,2, Electronic Components,273,1144,47772032,174502083
Gujarat,2010,3, Cultural Property including Antiques,153,592,35317313,84197782
Gujarat,2010,4,Motor Vehicles,253,722,7701893,20058994
Gujarat,2010,5, Fire Arms/Explosive Substances,4878,19626,281980758,981482404
Gujarat,2010,6, Other Property,5156,13521,356337547,4394298943
Gujarat,2010,7, Robbery,5854,18272,306534202,1038695971
Gujarat,2010,8, Criminal Breach of Trust,406,997,72558586,757466843
Haryana,2001,1,Cattle,145,202,3096900,4110000
Haryana,2001,2, Electronic Components,731,1662,62314215,107465236
Haryana,2001,3, Cultural Property including Antiques,171,310,44431326,52419745
Haryana,2001,4,Motor Vehicles,549,1018,22361264,32370174
Haryana,2001,5, Fire Arms/Explosive Substances,3020,6240,288641346,389969218
Haryana,2001,6, Other Property,2913,5703,113359138,187249730
Haryana,2001,7, Robbery,3147,6582,189453469,287244705
Haryana,2002,1,Cattle,118,162,2881000,3929300
Haryana,2002,2, Electronic Components,625,1538,66253029,95070029
Haryana,2002,3, Cultural Property including Antiques,212,354,76317720,87217960
Haryana,2002,4,Motor Vehicles,550,855,6190885,11320789
Haryana,2002,5, Fire Arms/Explosive Substances,3006,6108,324611670,417619970
Haryana,2002,6, Other Property,3139,5778,130259013,217977245
Haryana,2002,7, Robbery,3182,6353,206427139,302987802
Haryana,2003,1,Cattle,138,178,3028082,3915282
Haryana,2003,2, Electronic Components,681,1399,48795813,77466256
Haryana,2003,3, Cultural Property including Antiques,254,520,84424606,99747100
Haryana,2003,4,Motor Vehicles,480,837,5876917,10557965
Haryana,2003,5, Fire Arms/Explosive Substances,3092,6586,316834312,431420390
Haryana,2003,6, Other Property,3631,5707,195757481,285025885
Haryana,2003,7, Robbery,3152,5933,203037181,300711376
Haryana,2004,1,Cattle,124,171,2937700,3594000
Haryana,2004,2, Electronic Components,582,1453,49466395,83664844
Haryana,2004,3, Cultural Property including Antiques,220,386,61357657,78098032
Haryana,2004,4,Motor Vehicles,451,831,8888625,17427709
Haryana,2004,5, Fire Arms/Explosive Substances,3224,7470,306516608,452179502
Haryana,2004,6, Other Property,3758,6282,140516053,228840138
Haryana,2004,7, Robbery,3223,6854,200986945,321721636
Haryana,2005,1,Cattle,133,207,4228800,5336800
Haryana,2005,2, Electronic Components,591,1831,56523576,104935525
Haryana,2005,3, Cultural Property including Antiques,233,444,70528261,102125709
Haryana,2005,4,Motor Vehicles,696,1210,15323966,25876732
Haryana,2005,5, Fire Arms/Explosive Substances,3702,10552,347073522,544478078
Haryana,2005,6, Other Property,3946,6758,996331052,1095407404
Haryana,2005,7, Robbery,3947,9111,224981694,382017390
Haryana,2005,8, Criminal Breach of Trust,386,492,40091504,62176960
Haryana,2006,1,Cattle,135,195,3549500,4620600
Haryana,2006,2, Electronic Components,793,2231,53177599,95779244
Haryana,2006,3, Cultural Property including Antiques,259,509,81497070,115179472
Haryana,2006,4,Motor Vehicles,893,1648,23386699,60441694
Haryana,2006,5, Fire Arms/Explosive Substances,4516,13176,393025724,607874494
Haryana,2006,6, Other Property,4616,7820,234591173,435809634
Haryana,2006,7, Robbery,4777,11025,298662574,538796348
Haryana,2006,8, Criminal Breach of Trust,601,685,77297743,122768355
Haryana,2007,1,Cattle,135,236,3723550,5668320
Haryana,2007,2, Electronic Components,728,2054,72881722,134804216
Haryana,2007,3, Cultural Property including Antiques,315,753,102046830,172435419
Haryana,2007,4,Motor Vehicles,712,1316,11715537,24871287
Haryana,2007,5, Fire Arms/Explosive Substances,4448,13472,438618166,777777934
Haryana,2007,6, Other Property,5105,9372,303741762,497217468
Haryana,2007,7, Robbery,4950,11688,320363113,577208816
Haryana,2007,8, Criminal Breach of Trust,585,676,94736133,118459813
Haryana,2008,1,Cattle,128,309,4436500,8906000
Haryana,2008,2, Electronic Components,682,2354,66088759,160665648
Haryana,2008,3, Cultural Property including Antiques,249,580,113856025,171044010
Haryana,2008,4,Motor Vehicles,516,1149,8098782,18915725
Haryana,2008,5, Fire Arms/Explosive Substances,4602,15786,435438194,834466450
Haryana,2008,6, Other Property,5224,10197,351061500,590019735
Haryana,2008,7, Robbery,4875,13384,325426641,649766941
Haryana,2008,8, Criminal Breach of Trust,537,763,63587887,100913081
Haryana,2009,1,Cattle,115,302,4041500,8571500
Haryana,2009,2, Electronic Components,676,2352,51692888,129887298
Haryana,2009,3, Cultural Property including Antiques,265,713,94379129,155942093
Haryana,2009,4,Motor Vehicles,343,928,8146602,25043657
Haryana,2009,5, Fire Arms/Explosive Substances,4850,16740,382516620,777995798
Haryana,2009,6, Other Property,5103,10243,312801404,605285271
Haryana,2009,7, Robbery,4862,13744,305087574,657441492
Haryana,2009,8, Criminal Breach of Trust,577,761,95125041,120410728
Haryana,2010,1,Cattle,107,405,3715000,11383600
Haryana,2010,2, Electronic Components,795,2843,50756753,156976659
Haryana,2010,3, Cultural Property including Antiques,309,793,82206947,158432574
Haryana,2010,4,Motor Vehicles,566,1332,16171525,35051537
Haryana,2010,5, Fire Arms/Explosive Substances,6108,22796,390003828,921937806
Haryana,2010,6, Other Property,4808,10703,473792729,767750569
Haryana,2010,7, Robbery,5443,17147,365445561,786752601
Haryana,2010,8, Criminal Breach of Trust,496,743,207754960,244175753
Himachal Pradesh,2001,1,Cattle,6,12,47300,100100
Himachal Pradesh,2001,2, Electronic Components,83,182,7579799,12431796
Himachal Pradesh,2001,3, Cultural Property including Antiques,6,10,2060000,3510000
Himachal Pradesh,2001,4,Motor Vehicles,43,154,1171317,3598481
Himachal Pradesh,2001,5, Fire Arms/Explosive Substances,194,288,23106524,33292324
Himachal Pradesh,2001,6, Other Property,228,1244,12459490,38252716
Himachal Pradesh,2001,7, Robbery,224,626,15079632,29760849
Himachal Pradesh,2002,1,Cattle,10,17,99700,335500
Himachal Pradesh,2002,2, Electronic Components,52,147,9711609,15707132
Himachal Pradesh,2002,3, Cultural Property including Antiques,13,21,4174000,7394000
Himachal Pradesh,2002,4,Motor Vehicles,22,106,220699,1405730
Himachal Pradesh,2002,5, Fire Arms/Explosive Substances,180,296,31658116,46885686
Himachal Pradesh,2002,6, Other Property,266,1063,8478726,105231002
Himachal Pradesh,2002,7, Robbery,211,575,17633958,33517037
Himachal Pradesh,2003,1,Cattle,16,24,199770,376484
Himachal Pradesh,2003,2, Electronic Components,63,186,7085214,17843428
Himachal Pradesh,2003,3, Cultural Property including Antiques,29,43,11585878,14419935
Himachal Pradesh,2003,4,Motor Vehicles,31,111,849235,2196398
Himachal Pradesh,2003,5, Fire Arms/Explosive Substances,216,426,38197674,62434164
Himachal Pradesh,2003,6, Other Property,264,1013,6494828,45124054
Himachal Pradesh,2003,7, Robbery,260,641,24049174,44032345
Himachal Pradesh,2004,1,Cattle,15,20,212650,260200
Himachal Pradesh,2004,2, Electronic Components,73,199,7308484,23116783
Himachal Pradesh,2004,3, Cultural Property including Antiques,9,29,2681000,7227487
Himachal Pradesh,2004,4,Motor Vehicles,38,118,1257350,4399917
Himachal Pradesh,2004,5, Fire Arms/Explosive Substances,190,422,21161810,59466586
Himachal Pradesh,2004,6, Other Property,335,1178,7508416,51391154
Himachal Pradesh,2004,7, Robbery,284,657,12955307,41432359
Himachal Pradesh,2005,1,Cattle,13,19,359500,499500
Himachal Pradesh,2005,2, Electronic Components,69,206,6985843,16176954
Himachal Pradesh,2005,3, Cultural Property including Antiques,23,33,10093927,14638159
Himachal Pradesh,2005,4,Motor Vehicles,53,147,1995422,7118894
Himachal Pradesh,2005,5, Fire Arms/Explosive Substances,180,328,33815266,57488904
Himachal Pradesh,2005,6, Other Property,326,1152,9038657,38853754
Himachal Pradesh,2005,7, Robbery,305,717,22799405,45279878
Himachal Pradesh,2005,8, Criminal Breach of Trust,6,73,203300,7746849
Himachal Pradesh,2006,1,Cattle,11,16,79500,165100
Himachal Pradesh,2006,2, Electronic Components,113,340,11076827,30125891
Himachal Pradesh,2006,3, Cultural Property including Antiques,22,43,9363995,15504795
Himachal Pradesh,2006,4,Motor Vehicles,31,157,2725605,4920540
Himachal Pradesh,2006,5, Fire Arms/Explosive Substances,214,432,41397720,85441870
Himachal Pradesh,2006,6, Other Property,323,1176,16588865,91556802
Himachal Pradesh,2006,7, Robbery,319,843,30033326,65001478
Himachal Pradesh,2006,8, Criminal Breach of Trust,16,123,2296611,40419057
Himachal Pradesh,2007,1,Cattle,3,4,121000,131500
Himachal Pradesh,2007,2, Electronic Components,128,439,10307817,30651556
Himachal Pradesh,2007,3, Cultural Property including Antiques,34,92,14966800,33161270
Himachal Pradesh,2007,4,Motor Vehicles,44,148,1172983,4846690
Himachal Pradesh,2007,5, Fire Arms/Explosive Substances,204,530,53890212,121880510
Himachal Pradesh,2007,6, Other Property,341,1412,16852678,90225751
Himachal Pradesh,2007,7, Robbery,375,1104,35965520,88637502
Himachal Pradesh,2007,8, Criminal Breach of Trust,10,104,1583229,30067323
Himachal Pradesh,2008,1,Cattle,9,17,79200,215200
Himachal Pradesh,2008,2, Electronic Components,138,348,10179274,28312341
Himachal Pradesh,2008,3, Cultural Property including Antiques,17,58,6534525,32915242
Himachal Pradesh,2008,4,Motor Vehicles,51,170,1031638,6930472
Himachal Pradesh,2008,5, Fire Arms/Explosive Substances,208,650,33957038,120098114
Himachal Pradesh,2008,6, Other Property,405,1540,25224114,95509530
Himachal Pradesh,2008,7, Robbery,483,1161,31455578,93382426
Himachal Pradesh,2008,8, Criminal Breach of Trust,14,109,3011299,21016747
Himachal Pradesh,2009,1,Cattle,4,6,49500,111500
Himachal Pradesh,2009,2, Electronic Components,98,248,11682477,35079725
Himachal Pradesh,2009,3, Cultural Property including Antiques,17,40,7450000,15071000
Himachal Pradesh,2009,4,Motor Vehicles,54,178,1941187,10836607
Himachal Pradesh,2009,5, Fire Arms/Explosive Substances,260,654,39280140,103620482
Himachal Pradesh,2009,6, Other Property,325,1295,23110572,431245676
Himachal Pradesh,2009,7, Robbery,366,845,32348381,86518777
Himachal Pradesh,2009,8, Criminal Breach of Trust,16,88,3410288,22831778
Himachal Pradesh,2010,1,Cattle,18,20,477000,539500
Himachal Pradesh,2010,2, Electronic Components,117,279,13450335,37265957
Himachal Pradesh,2010,3, Cultural Property including Antiques,17,36,10433000,22698300
Himachal Pradesh,2010,4,Motor Vehicles,41,151,1406239,8133900
Himachal Pradesh,2010,5, Fire Arms/Explosive Substances,252,668,49438190,123616978
Himachal Pradesh,2010,6, Other Property,312,1131,33735890,123476256
Himachal Pradesh,2010,7, Robbery,385,850,43610381,100130020
Himachal Pradesh,2010,8, Criminal Breach of Trust,9,71,452838,21774893
Jammu & Kashmir,2001,1,Cattle,25,59,432600,927974
Jammu & Kashmir,2001,2, Electronic Components,60,194,6664139,19262401
Jammu & Kashmir,2001,3, Cultural Property including Antiques,2,7,846550,1821500
Jammu & Kashmir,2001,4,Motor Vehicles,12,47,191200,564271
Jammu & Kashmir,2001,5, Fire Arms/Explosive Substances,274,1266,37080378,92588294
Jammu & Kashmir,2001,6, Other Property,653,2764,14331779,52543280
Jammu & Kashmir,2001,7, Robbery,661,2104,30471324,71315399
Jammu & Kashmir,2002,1,Cattle,29,55,460300,562900
Jammu & Kashmir,2002,2, Electronic Components,101,351,8993120,18772107
Jammu & Kashmir,2002,3, Cultural Property including Antiques,40,86,9413342,17420131
Jammu & Kashmir,2002,4,Motor Vehicles,35,79,253120,839245
Jammu & Kashmir,2002,5, Fire Arms/Explosive Substances,458,1328,41983934,84983388
Jammu & Kashmir,2002,6, Other Property,760,2796,13556205,58052922
Jammu & Kashmir,2002,7, Robbery,881,2225,31373937,69025587
Jammu & Kashmir,2003,1,Cattle,31,61,376100,563800
Jammu & Kashmir,2003,2, Electronic Components,59,234,7638806,16606964
Jammu & Kashmir,2003,3, Cultural Property including Antiques,30,69,20754440,29297367
Jammu & Kashmir,2003,4,Motor Vehicles,36,173,1628100,3882190
Jammu & Kashmir,2003,5, Fire Arms/Explosive Substances,312,1152,61340962,103938894
Jammu & Kashmir,2003,6, Other Property,914,2930,24399108,73514707
Jammu & Kashmir,2003,7, Robbery,899,2126,51661087,89631875
Jammu & Kashmir,2004,1,Cattle,34,60,623800,1342450
Jammu & Kashmir,2004,2, Electronic Components,56,210,10108760,16949960
Jammu & Kashmir,2004,3, Cultural Property including Antiques,29,81,5671274,11470227
Jammu & Kashmir,2004,4,Motor Vehicles,72,264,3374689,6815005
Jammu & Kashmir,2004,5, Fire Arms/Explosive Substances,264,1146,40543548,73027450
Jammu & Kashmir,2004,6, Other Property,791,2693,22791353,66055529
Jammu & Kashmir,2004,7, Robbery,780,2096,37297891,74598854
Jammu & Kashmir,2005,1,Cattle,49,70,691500,1007500
Jammu & Kashmir,2005,2, Electronic Components,43,203,4980016,11772799
Jammu & Kashmir,2005,3, Cultural Property including Antiques,24,49,13623603,19736561
Jammu & Kashmir,2005,4,Motor Vehicles,18,63,389929,1610018
Jammu & Kashmir,2005,5, Fire Arms/Explosive Substances,218,1008,42078366,74970720
Jammu & Kashmir,2005,6, Other Property,793,2868,20709341,70038632
Jammu & Kashmir,2005,7, Robbery,749,2030,36043929,67750558
Jammu & Kashmir,2005,8, Criminal Breach of Trust,21,117,2100252,6830435
Jammu & Kashmir,2006,1,Cattle,40,80,954600,1784000
Jammu & Kashmir,2006,2, Electronic Components,30,113,4940304,10446538
Jammu & Kashmir,2006,3, Cultural Property including Antiques,87,205,19858511,32605896
Jammu & Kashmir,2006,4,Motor Vehicles,19,44,447912,533787
Jammu & Kashmir,2006,5, Fire Arms/Explosive Substances,336,1108,56925282,102977052
Jammu & Kashmir,2006,6, Other Property,828,2804,27947148,77852005
Jammu & Kashmir,2006,7, Robbery,851,2059,41481874,75860291
Jammu & Kashmir,2006,8, Criminal Breach of Trust,28,121,13125437,24202050
Jammu & Kashmir,2007,1,Cattle,40,84,640300,1435175
Jammu & Kashmir,2007,2, Electronic Components,60,178,7670385,14015420
Jammu & Kashmir,2007,3, Cultural Property including Antiques,68,204,19318250,31787956
Jammu & Kashmir,2007,4,Motor Vehicles,22,81,123351,596778
Jammu & Kashmir,2007,5, Fire Arms/Explosive Substances,330,1028,61050424,104549776
Jammu & Kashmir,2007,6, Other Property,1157,3467,60720975,172877355
Jammu & Kashmir,2007,7, Robbery,798,1874,38871838,70780979
Jammu & Kashmir,2007,8, Criminal Breach of Trust,30,58,11345485,67056704
Jammu & Kashmir,2008,1,Cattle,38,67,779200,1469200
Jammu & Kashmir,2008,2, Electronic Components,51,231,6556515,24697807
Jammu & Kashmir,2008,3, Cultural Property including Antiques,39,86,10061492,23869543
Jammu & Kashmir,2008,4,Motor Vehicles,15,64,348405,3055324
Jammu & Kashmir,2008,5, Fire Arms/Explosive Substances,286,1344,45804400,133502218
Jammu & Kashmir,2008,6, Other Property,985,3023,38695070,96934553
Jammu & Kashmir,2008,7, Robbery,720,2135,47298724,95462598
Jammu & Kashmir,2008,8, Criminal Breach of Trust,2,25,382280,3802280
Jammu & Kashmir,2009,1,Cattle,42,73,890650,1783050
Jammu & Kashmir,2009,2, Electronic Components,109,360,15545836,35738864
Jammu & Kashmir,2009,3, Cultural Property including Antiques,72,217,23092936,41412991
Jammu & Kashmir,2009,4,Motor Vehicles,6,48,98000,812965
Jammu & Kashmir,2009,5, Fire Arms/Explosive Substances,470,1762,90923640,185873102
Jammu & Kashmir,2009,6, Other Property,1297,3466,44693844,128771453
Jammu & Kashmir,2009,7, Robbery,1101,2579,61040276,124554529
Jammu & Kashmir,2009,8, Criminal Breach of Trust,16,36,4537375,10224702
Jammu & Kashmir,2010,1,Cattle,33,67,1033550,1686050
Jammu & Kashmir,2010,2, Electronic Components,97,355,14589558,38754676
Jammu & Kashmir,2010,3, Cultural Property including Antiques,53,127,30151637,48984896
Jammu & Kashmir,2010,4,Motor Vehicles,24,62,1197600,2470790
Jammu & Kashmir,2010,5, Fire Arms/Explosive Substances,480,1936,99544754,203030732
Jammu & Kashmir,2010,6, Other Property,1056,2863,45659773,120508538
Jammu & Kashmir,2010,7, Robbery,1006,2551,82016537,149559763
Jammu & Kashmir,2010,8, Criminal Breach of Trust,14,36,3364800,14738800
Jharkhand,2001,1,Cattle,42,64,217850,330651
Jharkhand,2001,2, Electronic Components,85,307,1991212,6945919
Jharkhand,2001,3, Cultural Property including Antiques,3,12,900000,3500000
Jharkhand,2001,4,Motor Vehicles,67,416,225059,2957398
Jharkhand,2001,5, Fire Arms/Explosive Substances,96,478,6071860,20815312
Jharkhand,2001,6, Other Property,1245,5007,10369198,118916887
Jharkhand,2001,7, Robbery,1127,4208,12204612,104230217
Jharkhand,2002,1,Cattle,38,99,146650,363402
Jharkhand,2002,2, Electronic Components,131,494,2100932,14951394
Jharkhand,2002,3, Cultural Property including Antiques,14,17,1266580,1766580
Jharkhand,2002,4,Motor Vehicles,119,614,1788990,3808899
Jharkhand,2002,5, Fire Arms/Explosive Substances,228,1436,11085504,62457032
Jharkhand,2002,6, Other Property,1517,6029,21432902,119586119
Jharkhand,2002,7, Robbery,1337,5734,18491153,135043474
Jharkhand,2003,1,Cattle,57,148,225606,585841
Jharkhand,2003,2, Electronic Components,156,578,6364679,16925187
Jharkhand,2003,3, Cultural Property including Antiques,8,19,1354580,3259580
Jharkhand,2003,4,Motor Vehicles,278,652,3072731,5128512
Jharkhand,2003,5, Fire Arms/Explosive Substances,196,694,14943668,38898970
Jharkhand,2003,6, Other Property,1392,5896,19118393,115703897
Jharkhand,2003,7, Robbery,1359,5353,18341046,118910078
Jharkhand,2004,1,Cattle,38,99,146650,363402
Jharkhand,2004,2, Electronic Components,131,494,2100932,14951394
Jharkhand,2004,3, Cultural Property including Antiques,14,17,1266580,1766580
Jharkhand,2004,4,Motor Vehicles,119,614,1788990,3808899
Jharkhand,2004,5, Fire Arms/Explosive Substances,228,1436,11085504,62457032
Jharkhand,2004,6, Other Property,1517,6029,21432902,119586119
Jharkhand,2004,7, Robbery,1337,5734,18491153,135043474
Jharkhand,2005,1,Cattle,28,69,555490,563760
Jharkhand,2005,2, Electronic Components,109,570,3967431,7603451
Jharkhand,2005,3, Cultural Property including Antiques,13,46,809568,2298459
Jharkhand,2005,4,Motor Vehicles,114,584,876200,116981443
Jharkhand,2005,5, Fire Arms/Explosive Substances,166,1546,21819700,32201720
Jharkhand,2005,6, Other Property,1642,7215,23374681,64123005
Jharkhand,2005,7, Robbery,1477,6900,31941487,143413630
Jharkhand,2005,8, Criminal Breach of Trust,84,168,1125340,10187872
Jharkhand,2006,1,Cattle,90,307,837140,2457800
Jharkhand,2006,2, Electronic Components,97,392,1862760,10473042
Jharkhand,2006,3, Cultural Property including Antiques,17,41,2653200,6815000
Jharkhand,2006,4,Motor Vehicles,95,568,504126,4437746
Jharkhand,2006,5, Fire Arms/Explosive Substances,524,2276,18465652,87877862
Jharkhand,2006,6, Other Property,1304,7702,20692903,126865232
Jharkhand,2006,7, Robbery,1373,7479,21291017,127397270
Jharkhand,2006,8, Criminal Breach of Trust,15,292,328065,9902369
Jharkhand,2007,1,Cattle,66,264,1143085,1744965
Jharkhand,2007,2, Electronic Components,164,753,3544103,28699392
Jharkhand,2007,3, Cultural Property including Antiques,20,123,806354,2772888
Jharkhand,2007,4,Motor Vehicles,104,457,554869,2754781
Jharkhand,2007,5, Fire Arms/Explosive Substances,538,3476,19484180,133634480
Jharkhand,2007,6, Other Property,1089,7586,25275525,151908741
Jharkhand,2007,7, Robbery,1336,8361,34276827,196999350
Jharkhand,2007,8, Criminal Breach of Trust,19,207,350756,6259336
Jharkhand,2008,1,Cattle,35,88,329290,1009110
Jharkhand,2008,2, Electronic Components,97,570,6621027,27269784
Jharkhand,2008,3, Cultural Property including Antiques,24,102,1749285,7792633
Jharkhand,2008,4,Motor Vehicles,110,369,1004542,3331992
Jharkhand,2008,5, Fire Arms/Explosive Substances,650,4872,29434052,192353826
Jharkhand,2008,6, Other Property,1138,7072,18860376,316041621
Jharkhand,2008,7, Robbery,1444,8446,32876247,258025295
Jharkhand,2008,8, Criminal Breach of Trust,14,155,485200,15173235
Jharkhand,2009,1,Cattle,25,53,231580,499040
Jharkhand,2009,2, Electronic Components,119,533,7816099,55675710
Jharkhand,2009,3, Cultural Property including Antiques,6,33,1380000,8904000
Jharkhand,2009,4,Motor Vehicles,163,623,805890,2669667
Jharkhand,2009,5, Fire Arms/Explosive Substances,1114,4992,40633526,249380484
Jharkhand,2009,6, Other Property,1217,7826,32541108,195582257
Jharkhand,2009,7, Robbery,1641,8908,42403402,265600802
Jharkhand,2009,8, Criminal Breach of Trust,47,442,1363825,15951445
Jharkhand,2010,1,Cattle,17,85,284365,2627625
Jharkhand,2010,2, Electronic Components,105,649,9420493,58783018
Jharkhand,2010,3, Cultural Property including Antiques,13,48,3217745,16159852
Jharkhand,2010,4,Motor Vehicles,106,486,509445,5965365
Jharkhand,2010,5, Fire Arms/Explosive Substances,880,5368,45782980,255594358
Jharkhand,2010,6, Other Property,1635,7210,44603201,341277197
Jharkhand,2010,7, Robbery,1680,8134,50615943,216013926
Jharkhand,2010,8, Criminal Breach of Trust,147,399,2266675,217344840
Karnataka,2001,1,Cattle,202,289,1663720,2522080
Karnataka,2001,2, Electronic Components,359,1286,38976693,95223609
Karnataka,2001,3, Cultural Property including Antiques,70,161,16251675,20348075
Karnataka,2001,4,Motor Vehicles,1395,3205,11418602,28386575
Karnataka,2001,5, Fire Arms/Explosive Substances,2486,7662,180005886,372981050
Karnataka,2001,6, Other Property,3778,13338,118700941,371668848
Karnataka,2001,7, Robbery,4637,13893,160859540,353764778
Karnataka,2002,1,Cattle,228,325,3105356,5143796
Karnataka,2002,2, Electronic Components,318,1295,28435088,95194926
Karnataka,2002,3, Cultural Property including Antiques,141,396,12438312,38968005
Karnataka,2002,4,Motor Vehicles,750,1383,4508874,12730891
Karnataka,2002,5, Fire Arms/Explosive Substances,2520,8440,137309432,391692950
Karnataka,2002,6, Other Property,5304,15886,195274595,412667004
Karnataka,2002,7, Robbery,4954,14968,165343792,363838273
Karnataka,2003,1,Cattle,165,255,1314715,2631285
Karnataka,2003,2, Electronic Components,333,1498,21619804,65779434
Karnataka,2003,3, Cultural Property including Antiques,172,380,15798938,28179291
Karnataka,2003,4,Motor Vehicles,696,1519,7139398,21787202
Karnataka,2003,5, Fire Arms/Explosive Substances,2642,8612,134396414,322173440
Karnataka,2003,6, Other Property,4542,15951,148802515,529534987
